Titel;DOI
Successive cambia development in Avicennia marina (Forssk.) Nierh. is not climatically driven in the seasonal climate at Gazi Bay, Kenya;10.1016/j.dendro.2006.08.001
Exploring the functional significance of forest diversity: A new long-term experiment with temperate tree species (BIOTREE);10.1016/j.ppees.2007.08.002
Seed germination of five mountain steppe species of Central Asia;10.1016/jaridenv.2007.04.012
Terrestrial LiDAR measurements for analysing canopy structure in an old-growth forest;
Bangladesh Journal of Botany;
Influence of a salinity gradient on the vessel characters of the mangrove species Rhizophora nucronata;10.1093/aob/mcl224
„Die Ambrosie – eine invasive Art?“ Ein Workshop zu Ambrosia artemisiifolia – Einführung;
Persoonia;
Short-term variation in the isotopic composition of organic matter allocated from the leaves to the stem of Pinus sylvestris: effects of photosynthetic and postphotosynthetic carbon isotope frantionation;10.1111/j.1365-2486.2006.01205.x
Growth reactions of Pinus sylvestris L. and Quercus pubescens Willd. to drought years at a xeric site in Valais, Switzerland;10.1016/j.dendro.2005.10.002
Germination of fresh and frost-treated seeds from dry Central Asian steppes;
Kochia;
Abstracts XVII IBC 2005;
Scripta horticulturae;
Räumliche Verteilung des Fraßes von Eichenwickler und Frostspanner in Nordrhein-Westfalen;
Intensivierte Aufnahme des Eichenwickler- (Tortrix viridana L.) und Frostspanner- (Operophthera brumata L.) Fraßes in Nordrhein-Westfalen;
Schnellwüchsig und anspruchslos;
Identification of PCR-RFLP Haplotypes for assessing genetic variation in the Green Oak Leaf Roller Tortrix viridana L. (Lepidoptera, Tortricidae);
Gene flow and mating system of the tropical tree Sextonia rubra;
Gene flow and mating system of the tropical tree Sextonia rubra;
Plant Methods;
Ansteigende Eichenwickler-Kalamität in Nordrhein-Westfalen;
Lack of sexual reproduction within mountain steppe populations of the clonal shrub Juniperus sabina L. in semi-arid southern Mongolia;10.1016/j.jaridenv.2005.03.014
Atmospheric and structural controls on carbon and water relations in mixed-forest stands of beech and oak;10.1007/978-3-662-06073-5
Influence of electrochemical treatment on magnesium lignosulfonates;
Eighth European workshop on Lignocellulosics and Pulp : Utilization of lignocellulosics and by-products of pulping, August 22-25, 2004, Proceedings, Riga/Latvia;
Berichte zur Fachtagung: Vitalität und Genetische Variabilität der Eiche in Nordrhein-Westfalen;
Genetische Variation des Eichenwicklers und seiner Wirtspflanze;
XIIème Colloque International sur la Biologie des mauvaises Herbes;
"Gründung der ""International Forestry Quarantine Research Group"" (IFQRG)";
BGjournal;
Experiences with the OECD guideline proposals for the estimation of emissions from preservative treated wood in the environment, Doc. No. IRG/WP/04-50209;
"The influence of test parameters on the emission of biocides from preservative treated wood in leaching tests : Umweltforschungsplan des Bundesministeriums für Umwelt, Naturschutz und Reaktorsicherheit; Förderkennzeichen (UFOPLAN) 203 67 441, Abschlussbericht";
Biogeochemistry of forested catchments in a changing environment : a German case study;10.1007/978-3-662-06073-5
Impacts of canopy internal gradients on carbon and water exchange of beech and oak trees;10.1007/978-3-662-06073-5
Zur Entwicklung der Astdurchmesser junger Eichen in Trupppflanzungsbeständen;
Risikoanalyse gebietsfremder Pflanzen - Das neue Arbeitsprogramm der Europäischen Pflanzenschutzorganisation;
Ansteigende Eichenwickler (Tortrix viridana) -Kalamität in Nordrhein-Westfalen - Beobachtungen der Jahre 2003 und 2004;
Über die Ursachen für unterschiedliche Fraßstärke an Eichen durch den Eichenwickler (Tortrix viridana L.);
Altholz in Deutschland - Marktvolumen und Verwertungsstruktur in der Entsorgungsindustrie;
Journal of Applied Botany and Food Quality;
The future for medicinal and aromatic plants : a proceedings of the XXVI International Horticultural Congress, Toronto, Canada, 11 - 17 August, 2002;
Review of methods for in situ leaf area index determination : Part 1. Theories, sensors and hemispherical photography;10.1016/j.agrformet.2003.08.027
Steigendes klimatisches Waldbrandrisiko : eine Prognose bis 2050;
Wie krankheitsanfällig sind Porree-Sorten?;
Phytosociological affinities and habitat preferences of Juniperus sabina L. and Artemisia santolinifolia TURCZ ex BESS. in mountain sites of the south-eastern Gobi Altay, Mongolia;10.1002/fedr.200411056
Spatial aspects of the influence of silver birch (Betula pendula L.) on growth and quality of young oaks (Quercus spp.) in central Germany;10.1093/forestry/77.3.235
Botanikertagung 05. bis 10. September 2004 Braunschweig;
The glucosinolate content of Nasturtium (Tropaeolum majus) is affected by both, genetic and environmental factors;
"History of exsiccatal series in cryptogamic botany and mycology as reflected by the web-accessible database of exsiccatae ""IndExs - Index of Exsiccatae""";
Die Eichen-Trupppflanzung : eine Alternative zur Bestandsbegründung von Eichenkulturen;
Tree biotechnology 2003, June 7-12 2003, Umea, Sweden;
Evaluation of strategies for avoiding vertical gene transfer from transgenic trees;
Vegetationsdiversität in Eichen-Jungwüchsen aus unterschiedlichen Pflanzschemata;
Entwicklung von PCR-RFLP Markern für den Eichenwickler (Tortrix viridana);
Genetische Variation des Eichenwicklers und seiner Wirtspflanze anhand molekularer Genmarker - ein Beitrag zu Wirt-Parasit-Beziehungen;
Aufkommensanalyse von Sägenebenprodukten und Altholz;
Three-dimensional lamina architecture alters light-harvesting efficiency in Fagus: a leaf scale analysis;10.1093/treephys/23.9.577
Altholz und Sägerestholzaufkommen in Deutschland;
Kinetic response of thermosetting adhesive systems to heat: physio-chemical versus mechanical responses;
Seventh European workshop on lignocellulosics and pulp : towards molecular-level understanding of wood, pulp and paper, August 26-29, 2002, Proceedings, Turku/Abo, Finland;
Proceedings of the 6th Pacific Rim Bio-Based Composites Symposium & Workshop on the Chemical Modification of Cellulosics;
On the reaction of Polyethylenimine (PEI) and Polyvinylamine (PVAM) with wood components;
Integrated analysis of relationships between 3D-structure, leaf photosynthesis, and branch transpiration of mature Fagus sylvatica and Quercus petraea trees in a mixed forest stand;
Die Forstwirtschaft in Mittel- und Osteuropa im Transformationsprozess - ein institutionenökonomischer Erklärungsansatz zur weiterhin dominierenden Rolle des Staates im forstlichen Bereich;
Transgene integration in aspen: structures of integration sites and mechanism of T-DNA integration;
Leaf biomechanics and biomass investment in support in relation to long-term irradiance in Fagus;
Annual Review of Plant Biology;
Petiole mechanics, leaf inclination, morphology, and investment in support in relation to light availability in the canopy of Liriodendron tulipifera;10.1007/s00442-002-0902-z
Spatial dispersal of Nectria ditissima canker of beech in an international provenance trial;
38. Gartenbauwissenschaftliche Tagung;
Organisation, methods, and results of the European Programme on Forest Condition under UN/ECE and EC;
Grundlagen zur nachhaltigen Entwicklung von Ökosystemen bei veränderter Umwelt. BITÖK Forschungsbericht 1998-2000;
Entwicklung eines 3-D-Mischbestandesmodelles des N-abhängigen CO2- und Wasseraustausches von Buchen-Mischbeständen in Nordbayern;
"Biometrie, Kronenarchitektur, Blattphotosynthese und Kronendachtranspiration von Buche und Eiche im Einzugsgebiet ""Steinkreuz""";
Die BITÖK-Untersuchungsflächen im Fichtelgebirge und Steigerwald;
Aufforsten mit Eichen-Trupppflanzungen : wirtschaftliche und waldbauliche Vorteile;
Clonal identification of poplars by isozyme analysis;
Journal of Russian Phytopathological Society : an international journal;
Performance and wood quality of in Vitro Propagated Hybrid Curly Birch (Betula pendula x Betula pendula var. carelica SOK.) clones;
Effect of field inoculation with Sinorhizobium melilotiL 33 on the composition of bacterial communities in rhizospheres of a target plant (Medicago sativa) and a non-target plant (Chenopodium album) : linking of 16S rRNA gene-based single strand conformation polymorphism community profiles to the diversity of cultivated bacteria;
Entwicklung eines 3-D-Mischbestandesmodelles des N-abhängigen CO2- und Wasseraustausches von Buchen-Mischbeständen in Nordbayern;
Chinese Journal of Pesticide Science;
Multilocus analysis of Pinus halepensis Mill. from Spain: genetic diversity and clinal variation;
Aspen for short rotation coppice plantations on agricultural sites in Germany: Effects of spacing and rotation time on growth and biomass production of aspen progenies;10.1016/S0378-1127(98)00554-4
Descriptions of plant viruses / Association of Applied Biologists;
Bernburger Winterseminar Arznei- und Gewürzpflanzen;
Gentechnik : Chancen und Risiken;
Impacts of global change on tree physiology and forest ecosystems;
The direct response of photosynthesis to climate change;
A network of international beech provenance trials;
Energie-Pflanzen : das Fachmagazin für nachwachsende Rohstoffe & erneuerbare Energien;
Cited References, Zitierte Literatur, Bibliografía citada, Bibliographie cité;
Additional References, Weiterführende Literatur, Bibliografía adicional, Bibliographie additionel;
III Estadios fenológicos de las plantas mono- y dicotiledoneas;
II Phänologische Entwicklungsstadien mono- und dikotyler Pflanzen;
I Phenological growth stages for mono- and dicotyledonous plants;
IV Stades phénologiques des espèces mono- et dicotylédones cultivées;
Graphics, Grafische Darstellungen, Gráficas, Graphiques;
Über Dominanzbestände klonaler Gras- und Hochstaudenarten auf ehemaligen Rieselfeldern;
Belastungen der Forstbetriebe aus Schutz- und Erholungsfunktionen des Waldes;
Aliens : newsletter of the IUCN/SSC Invasive Species Specialist Group;
Biomass production on agricultural sites using aspen-varieties in short rotation plantations;
Agroforestry and land use change in industrialized nations : 7th International CIEC Symposium 1994 May 30 - June 2 Humboldt University Berlin - Proceedings;
Regensburger mykologische Schriften;
Temperate bamboo quarterly;
The prokaryotes;
Österreichische Zeitschrift für Pilzkunde;
Aufforstungen im Rheinischen Braunkohlerevier : zur Mikrobiologie und zum Kohlenstoffhaushalt im Boden;
Biochemical markers in the population genetics of forest trees. Procedings. Joint meeting of the Working Parties S2.04-05;
Single and multilocus genetic effects on diameter growth in Picea abies (L.) Karst.;
Environmental influences on juvenile shoot growth in Picea abies;
Botanischer Rundbrief für Mecklenburg-Vorpommern;
Competitive behaviour of clones of Picea abies  in Monoclonal Mosaics vs. Intimate Clonal Mixture : a pilot study;10.1080/02827589009382622
Berichte der Reinhold-Tüxen-Gesellschaft (RTG);
Chinese journal of botany;
Die Auswirkungen gasförmiger Luftverunreinigungen auf Waldbäume aus pflanzenphysiologischer Sicht;
Wollaus / Verein Fränkische Kakteenfreunde Nürnberg gegr. 1923;
Samensurium;
Floristische Rundbriefe;
Weed Technology;
Plant physiology and biochemistry;
Acta botanica Brasilica;
Probleme und Aussichten der forstlichen Resistenzzüchtung;
Erhaltung forstlicher Genressourcen;
Der Palmengarten;
Die Cd -Aufnahme von Pflanzen aus verschiedenen Böden und Bindungsformen und ihre Prognose durch chemische Extraktionsverfahren;
Die Reaktion der mikrobiellen Bodenpopulation eines Buchenwaldes auf Kalkungsmassnahmen;
South African journal of botany;
Guang xi zhi wu = Guihaia;
Agronomy for Sustainable Development;
Waldschutzmerkblatt;
Die Paranuß. Teil 1: Herkunft, Gewinnung, chemische und physikalische Eigenschaften;
Zeitschrift für Vegetationstechnik im Landschafts- und Sportstättenbau : Boden, Rasen, Pflanzungen, Grundlagen, Anlage, Erhaltung;
Nachrichtenblatt für den Pflanzenschutz in der DDR;
Slow releasing nitrogen fertilizer from lignosulfonates of pulp and paper industries - (N-lignin)-production and its effect on plant growth due to production conditions;
About the possible effect of fractions of humic substances on plant metabolism and yield;
Biosynthesis of humic substances especially participation of nitrogenous compounds;
Formation of humic substances from plant residues;
Modern aspects in humus research for plant production;
The Mushroom journal;
Nachrichtenblatt für den Pflanzenschutzdienst in der DDR;
Influence on metabolism of plants and its possible explanation;
